ID,Path,Canvas,Filename,Label
hou02614c00171,Manuscripts/I. Manuscripts/A. Mathematics/hou02614c00171/seq13.jpg,[pp. 24-25] (blank opening) (seq. 13),seq13.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq2.jpg,(blank) (seq. 2),seq2.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq4.jpg,(blank) (seq. 4),seq4.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq6.jpg,(blank) (seq. 6),seq6.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq8.jpg,(blank) (seq. 8),seq8.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq10.jpg,(blank) (seq. 10),seq10.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq12.jpg,(blank) (seq. 12),seq12.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq14.jpg,(blank) (seq. 14),seq14.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq16.jpg,(blank) (seq. 16),seq16.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq18.jpg,(blank) (seq. 18),seq18.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq20.jpg,(blank) (seq. 20),seq20.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq22.jpg,(blank) (seq. 22),seq22.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq24.jpg,(blank) (seq. 24),seq24.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq26.jpg,(blank) (seq. 26),seq26.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq28.jpg,(blank) (seq. 28),seq28.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq30.jpg,(blank) (seq. 30),seq30.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq32.jpg,(blank) (seq. 32),seq32.jpg,blank
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq34.jpg,(blank) (seq. 34),seq34.jpg,blank
